Row ID,Order ID,Order Date,Dispatch Date,Delivery Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Sales Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2718,US-2015-100006,9/7/2015,9/13/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,USCA - East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,3,0,109.61
2720,US-2015-110030,12/6/2015,12/8/2015,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,USCA - Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.98,3,0.6,-14.39
2721,US-2015-121286,11/4/2015,11/8/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,USCA - South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.38,3,0.2,2.72
2722,US-2015-121286,11/4/2015,11/8/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,USCA - South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,0.2,5.1
2724,US-2015-153479,10/4/2015,10/8/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,USCA - West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,5,0,6.79
2725,US-2015-153479,10/4/2015,10/8/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,USCA - West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.65,2,0.2,31.09
2733,US-2015-107594,7/2/2015,7/6/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,USCA - East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.97
2734,US-2015-107594,7/2/2015,7/6/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,USCA - East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,0,2.18
2743,US-2015-149244,11/4/2015,11/8/2015,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,USCA - West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.43
2747,US-2015-155887,5/12/2015,5/17/2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,USCA - East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.06,3,0.3,-130.01
2750,US-2015-141257,6/8/2015,6/14/2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,USCA - West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.55,3,0.2,73.19
2751,US-2015-154669,8/8/2015,8/11/2015,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,USCA - West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11,0,110.05
2752,US-2015-158029,5/26/2015,5/30/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,USCA - West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.3,2,0.2,22.53
2761,US-2015-129574,5/26/2015,5/29/2015,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,USCA - West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,0,23.23
2788,US-2015-117744,12/2/2015,12/6/2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,USCA - Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.8
2789,US-2015-117744,12/2/2015,12/6/2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,USCA - Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.46,7,0.2,1.44
2790,US-2015-117744,12/2/2015,12/6/2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,USCA - Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.98
2791,US-2015-125514,9/21/2015,9/22/2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,USCA - Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,2,0,7.53
2792,US-2015-125514,9/21/2015,9/22/2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,USCA - Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0,10.88
2793,US-2015-125514,9/21/2015,9/22/2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,USCA - Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0,3.11
2794,US-2015-154599,4/12/2015,4/17/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,USCA - West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.09,14,0.2,94.07
2795,US-2015-154599,4/12/2015,4/17/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,USCA - West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.37,4,0.2,38.36
2796,US-2015-154599,4/12/2015,4/17/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,USCA - West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7,0.2,6.56
2797,US-2015-154599,4/12/2015,4/17/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,USCA - West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.5,3,0.2,-18.15
2825,US-2015-112914,9/25/2015,9/30/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,USCA - Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.79,8,0.2,10.56
2826,US-2015-112914,9/25/2015,9/30/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,USCA - Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.53,2,0.3,-97.23
2827,US-2015-112914,9/25/2015,9/30/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,USCA - Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.72,2,0.8,-4.36
2828,US-2015-112914,9/25/2015,9/30/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,USCA - Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26,2,0.2,1.1
2832,US-2015-148915,11/1/2015,11/5/2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,USCA - West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5,0.2,-94.33
2833,US-2015-148915,11/1/2015,11/5/2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,USCA - West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.98,3,0.2,54.59
2841,US-2015-125521,3/14/2015,3/19/2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,USCA - South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0,284.98
2871,US-2015-148040,3/22/2015,3/26/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,USCA - West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.35,3,0.2,23.24
2872,US-2015-148040,3/22/2015,3/26/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,USCA - West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35,3,0.2,-35.36
2883,US-2015-165540,2/21/2015,2/25/2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,USCA - Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,5,0.8,-13.72
2891,US-2015-142727,4/29/2015,5/1/2015,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,USCA - South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0,12.99
2892,US-2015-142727,4/29/2015,5/1/2015,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,USCA - South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0,8.61
2897,US-2015-169033,3/30/2015,4/3/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,USCA - East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.65,5,0,20.85
2906,US-2015-127586,9/26/2015,9/30/2015,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,USCA - West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0,80.63
2912,US-2015-113929,6/16/2015,6/21/2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,USCA - East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,41.4,5,0,19.46
2913,US-2015-113929,6/16/2015,6/21/2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,USCA - East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35,4,0,10.5
2914,US-2015-113929,6/16/2015,6/21/2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,USCA - East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,39.55,3,0.2,14.34
2924,US-2015-156993,6/28/2015,7/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,USCA - Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,6.08,1,0,3.04
2925,US-2015-157721,9/2/2015,9/5/2015,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,USCA - East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0,8.96
2926,US-2015-157721,9/2/2015,9/5/2015,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,USCA - East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,0,4.95
2967,US-2015-162866,12/27/2015,12/31/2015,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,USCA - Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.95,6,0.6,-19.77
2968,US-2015-162866,12/27/2015,12/31/2015,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,USCA - Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,30.02,4,0.2,3
2979,US-2015-109232,1/13/2015,1/16/2015,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,USCA - South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0,87.35
2982,US-2015-131310,7/12/2015,7/18/2015,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,USCA - West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.14,4,0.2,13.85
2983,US-2015-131310,7/12/2015,7/18/2015,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,USCA - West,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,11.26,4,0.2,3.8
2984,US-2015-112872,12/6/2015,12/11/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,USCA - West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.42,3,0.2,4.67
2985,US-2015-112872,12/6/2015,12/11/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,USCA - West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,0.5,-170.8
2996,US-2015-150532,7/14/2015,7/21/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,USCA - West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.29
2997,US-2015-138317,6/21/2015,6/25/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,24.9,4,0.2,8.4
2998,US-2015-138317,6/21/2015,6/25/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.98,1,0.2,0.65
2999,US-2015-138317,6/21/2015,6/25/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.97,4,0.2,28.79
3000,US-2015-138317,6/21/2015,6/25/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,206.99,3,0.7,-172.49
3001,US-2015-138317,6/21/2015,6/25/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.42,2,0.2,3.89
3002,US-2015-138317,6/21/2015,6/25/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.01,2,0.7,-7.2
3006,US-2015-148761,5/17/2015,5/21/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,USCA - Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0,45.84
3008,US-2015-130729,10/24/2015,10/29/2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,USCA - West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.27,3,0.2,11.14
3028,US-2015-106719,8/24/2015,8/24/2015,Same Day,RB-19645,Robert Barroso,Corporate,United States,Billings,Montana,USCA - West,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",8.29,2,0.2,2.69
3048,US-2015-137351,9/30/2015,10/4/2015,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,USCA - West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.18,7,0.2,13.49
3071,US-2015-119375,11/17/2015,11/22/2015,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,USCA - East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0,792.27
3072,US-2015-119375,11/17/2015,11/22/2015,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,USCA - East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0,14.93
3073,US-2015-119375,11/17/2015,11/22/2015,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,USCA - East,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0,26.57
3076,US-2015-143903,7/20/2015,7/24/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,USCA - Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.86,3,0.2,38.57
3077,US-2015-143903,7/20/2015,7/24/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,USCA - Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.23
3078,US-2015-143903,7/20/2015,7/24/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,USCA - Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.37,2,0.3,-140.2
3079,US-2015-104780,5/21/2015,5/25/2015,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,USCA - West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,0,10.51
3084,US-2015-100328,1/28/2015,2/3/2015,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,USCA - East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.93,1,0.2,1.33
3129,US-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,USCA - West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.67
3130,US-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,USCA - West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,0.2,18.12
3131,US-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,USCA - West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,5,0,39.5
3132,US-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,USCA - West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.17,4,0.2,70.56
3133,US-2015-107916,8/24/2015,8/26/2015,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,USCA - East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.37
3134,US-2015-107916,8/24/2015,8/26/2015,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,USCA - East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.67,3,0.2,4.44
3142,US-2015-122959,12/12/2015,12/12/2015,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,USCA - Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.39,2,0.8,-336.63
3148,US-2015-109218,6/30/2015,7/3/2015,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,USCA - West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,10.37
3150,US-2015-109036,12/20/2015,12/25/2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,USCA - West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0,14.9
3156,US-2015-128986,8/3/2015,8/5/2015,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,USCA - West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.02,3,0.2,33.72
3161,US-2015-150924,9/12/2015,9/16/2015,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,USCA - Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.03
3162,US-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,USCA - West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0,7.31
3163,US-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,USCA - West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.82
3164,US-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,USCA - West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0,15.48
3165,US-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,USCA - West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0,17.33
3166,US-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,USCA - West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.98,2,0.2,24
3167,US-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,USCA - West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0,9.48
3186,US-2015-123498,11/7/2015,11/9/2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,USCA - Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.05,3,0.8,-44.28
3187,US-2015-123498,11/7/2015,11/9/2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,USCA - Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.35,3,0.2,26.95
3194,US-2015-165428,9/1/2015,9/4/2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,USCA - Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.65,3,0.8,-6.02
3195,US-2015-165428,9/1/2015,9/4/2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,USCA - Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.1,6,0.2,10.89
3199,US-2015-131527,12/1/2015,12/7/2015,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,USCA - South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.97,4,0.2,9.6
3201,US-2015-164224,5/18/2015,5/20/2015,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,USCA - East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.23,3,0.2,3.73
3202,US-2015-164224,5/18/2015,5/20/2015,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,USCA - East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.94,4,0.2,5.78
3203,US-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,USCA - West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.54,8,0.2,60.15
3204,US-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,USCA - West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0,4.29
3205,US-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,USCA - West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.17
3206,US-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,USCA - West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0,28.01
3207,US-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,USCA - West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0,14.9
3208,US-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,USCA - West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0,18.33
3213,US-2015-142314,12/23/2015,12/28/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,USCA - Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,0,58.03
3217,US-2015-114433,5/13/2015,5/17/2015,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,USCA - West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0,52.49
3223,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2,0.2,3.41
3224,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.67,2,0.2,1.46
3225,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46
3226,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.77,6,0.2,4.63
3227,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.26
3228,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.38,3,0.2,20.16
3229,US-2015-108189,10/2/2015,10/5/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,USCA - West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-0.09
3230,US-2015-154641,8/11/2015,8/16/2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,USCA - East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1,0,18.77
3261,US-2015-151554,11/14/2015,11/15/2015,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,USCA - Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.74,4,0.2,7.26
3262,US-2015-140662,11/17/2015,11/19/2015,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,USCA - West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,8
