Row ID,Order ID,Order Date,Dispatch Date,Delivery Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Sales Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2760,US-2017-146171,3/11/2017,3/15/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,USCA - South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,0,125.14
2772,US-2017-163986,9/3/2017,9/10/2017,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,USCA - Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,5,0,14.17
2774,US-2017-131576,11/22/2017,11/26/2017,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,USCA - Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,3,0,24.23
2776,US-2017-144729,10/21/2017,10/25/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Diego,California,USCA - West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.54
2783,US-2017-139878,11/11/2017,11/16/2017,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,USCA - Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0,74.81
2784,US-2017-106677,11/5/2017,11/10/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.99,2,0.4,-15.99
2785,US-2017-116974,10/9/2017,10/15/2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,USCA - East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,4,0.4,-15.58
2801,US-2017-153318,10/25/2017,10/28/2017,First Class,JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,USCA - South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,5,0.2,78.4
2820,US-2017-160500,5/5/2017,5/8/2017,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,USCA - West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,0.2,2.35
2821,US-2017-160500,5/5/2017,5/8/2017,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,USCA - West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.78,3,0.2,7.47
2822,US-2017-100202,9/22/2017,9/28/2017,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,USCA - West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,22.68
2829,US-2017-124149,4/23/2017,4/26/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,USCA - East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.34,6,0.2,37.92
2830,US-2017-124149,4/23/2017,4/26/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,USCA - East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.29
2831,US-2017-124149,4/23/2017,4/26/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,USCA - East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.3,2,0.2,29.36
2839,US-2017-147368,6/9/2017,6/12/2017,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,USCA - South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.83
2845,US-2017-162852,12/27/2017,1/2/2018,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,USCA - Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.49,8,0.3,-12.08
2850,US-2017-123617,11/28/2017,12/3/2017,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,USCA - South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.43,6,0.7,-5.7
2851,US-2017-128293,6/2/2017,6/5/2017,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.78,1,0.2,-12.96
2853,US-2017-136371,3/19/2017,3/21/2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,USCA - East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0,6.89
2854,US-2017-136371,3/19/2017,3/21/2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,USCA - East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0,6.91
2857,US-2017-128594,8/26/2017,8/29/2017,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,USCA - West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,0.2,100.2
2858,US-2017-154690,8/15/2017,8/17/2017,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,USCA - South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.3,2,0.2,22.53
2868,US-2017-115588,11/10/2017,11/12/2017,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,USCA - East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,5,0.2,-3.31
2869,US-2017-115588,11/10/2017,11/12/2017,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,USCA - East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,0.2,-2.44
2876,US-2017-167339,1/21/2017,1/23/2017,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,USCA - West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.57,2,0.2,-5.76
2877,US-2017-167339,1/21/2017,1/23/2017,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,USCA - West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.49,7,0.2,76.01
2878,US-2017-152072,1/15/2017,1/19/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,USCA - East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,0,24.6
2879,US-2017-152072,1/15/2017,1/19/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,USCA - East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,0,1.35
2880,US-2017-152072,1/15/2017,1/19/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,USCA - East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,0,91.79
2881,US-2017-102932,9/19/2017,9/23/2017,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,USCA - East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,6,0,12.72
2882,US-2017-102932,9/19/2017,9/23/2017,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,USCA - East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.1
2884,US-2017-130799,11/11/2017,11/16/2017,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,USCA - West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0,2.23
2885,US-2017-164483,2/1/2017,2/3/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,USCA - West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2,0.2,5.89
2886,US-2017-159856,10/18/2017,10/22/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,USCA - West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,5,0.2,-34.64
2898,US-2017-164630,1/4/2017,1/9/2017,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,USCA - South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.97,4,0.2,120
2903,US-2017-164035,6/12/2017,6/17/2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,USCA - Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5,0.2,8.38
2904,US-2017-153577,6/27/2017,7/1/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,USCA - Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.46,7,0.2,12.18
2905,US-2017-153577,6/27/2017,7/1/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,USCA - Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.66,3,0.3,-7.71
2919,US-2017-160129,11/23/2017,11/23/2017,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,5,0.2,2.37
2920,US-2017-160129,11/23/2017,11/23/2017,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.37,2,0.2,3.95
2921,US-2017-160129,11/23/2017,11/23/2017,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.45,7,0.2,12.33
2934,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.79,1,0.2,13.72
2935,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.98,3,0.2,27
2936,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1,0,16.15
2937,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.21,7,0.2,15.34
2938,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08,7,0,116.6
2939,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5,0,89.16
2940,US-2017-169040,12/6/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,USCA - West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.81,3,0.2,19.44
2946,US-2017-166443,11/4/2017,11/5/2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,USCA - West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,0,16.46
2956,US-2017-153353,8/18/2017,8/24/2017,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,USCA - East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.6
2986,US-2017-139269,5/25/2017,5/31/2017,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,USCA - South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0,6.24
2987,US-2017-139269,5/25/2017,5/31/2017,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,USCA - South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.29
2988,US-2017-139269,5/25/2017,5/31/2017,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,USCA - South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0,152.12
2989,US-2017-139010,2/21/2017,2/26/2017,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,USCA - West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0,0.78
2990,US-2017-139010,2/21/2017,2/26/2017,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,USCA - West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,0.2,6.5
2991,US-2017-139010,2/21/2017,2/26/2017,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,USCA - West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.98
2992,US-2017-139010,2/21/2017,2/26/2017,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,USCA - West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.25,7,0.2,10.94
2993,US-2017-134376,10/2/2017,10/6/2017,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,USCA - East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.59
2995,US-2017-112893,9/9/2017,9/13/2017,Second Class,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,USCA - West,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4,0.2,18.68
3005,US-2017-131499,9/8/2017,9/10/2017,First Class,MG-17875,Michael Grace,Home Office,United States,New York City,New York,USCA - East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,0,62.24
3009,US-2017-124772,12/5/2017,12/6/2017,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,USCA - South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0,74.81
3010,US-2017-115525,7/25/2017,7/29/2017,Standard Class,RR-19525,Rick Reed,Corporate,United States,Toledo,Ohio,USCA - East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,5,0.2,27.44
3017,US-2017-160528,8/23/2017,8/29/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,USCA - Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.3,8,0.2,-172.73
3018,US-2017-160528,8/23/2017,8/29/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,USCA - Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.61,3,0.6,-10.17
3019,US-2017-160528,8/23/2017,8/29/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,USCA - Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,0.2,-33.32
3030,US-2017-164189,3/24/2017,3/28/2017,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,USCA - West,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,403.17,4,0.2,25.2
3033,US-2017-114293,11/21/2017,11/26/2017,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,USCA - West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.14,4,0.2,-12.2
3041,US-2017-147991,5/5/2017,5/9/2017,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,USCA - South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.34
3054,US-2017-128517,4/9/2017,4/14/2017,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,USCA - Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,0,134.65
3055,US-2017-128517,4/9/2017,4/14/2017,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,USCA - Central,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,0,2.43
3061,US-2017-144554,11/7/2017,11/12/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,USCA - East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.98,3,0.2,22.5
3074,US-2017-125206,1/3/2017,1/5/2017,First Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,USCA - West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0,28.62
3091,US-2017-112123,3/3/2017,3/8/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,USCA - East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0,219.45
3092,US-2017-112123,3/3/2017,3/8/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,USCA - East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0,129.59
3093,US-2017-112123,3/3/2017,3/8/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,USCA - East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0,79.89
3104,US-2017-124562,12/8/2017,12/12/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,USCA - East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.96,7,0.7,-9.5
3106,US-2017-103037,7/25/2017,7/29/2017,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Houston,Texas,USCA - Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.71,4,0.2,5.7
3108,US-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,USCA - Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,10.09
3109,US-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,USCA - Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.86
3110,US-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,USCA - Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,3.74
3111,US-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,USCA - Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0,25.4
3112,US-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,USCA - Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,47.73
3113,US-2017-150350,8/23/2017,8/29/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,USCA - West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82
3114,US-2017-150350,8/23/2017,8/29/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,USCA - West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0,63.87
3115,US-2017-150350,8/23/2017,8/29/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,USCA - West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0,16.99
3116,US-2017-150350,8/23/2017,8/29/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,USCA - West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.7,6,0.2,-39.95
3117,US-2017-150350,8/23/2017,8/29/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,USCA - West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0,11.21
3118,US-2017-150350,8/23/2017,8/29/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,USCA - West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0,0.16
3145,US-2017-148110,9/5/2017,9/11/2017,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,USCA - Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.8,7,0.3,-24.84
3149,US-2017-120558,6/7/2017,6/10/2017,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,USCA - East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,15.55
3159,US-2017-162677,3/26/2017,3/27/2017,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,USCA - South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.92
3160,US-2017-162677,3/26/2017,3/27/2017,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,USCA - South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.98,3,0.2,-18
3168,US-2017-146682,10/29/2017,10/31/2017,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,USCA - Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,0,32.16
3169,US-2017-138695,5/28/2017,6/3/2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,USCA - South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.27,8,0.2,-24.39
3170,US-2017-138695,5/28/2017,6/3/2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,USCA - South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.19,13,0.2,19.44
3172,US-2017-133879,3/21/2017,3/28/2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,USCA - Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.17,2,0.8,-4.75
3173,US-2017-133879,3/21/2017,3/28/2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,USCA - Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0
3174,US-2017-133879,3/21/2017,3/28/2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,USCA - Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.39,3,0.2,1.51
3196,US-2017-169026,8/8/2017,8/13/2017,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,USCA - South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0,0.23
3209,US-2017-108882,1/9/2017,1/15/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,USCA - West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0,118.98
3210,US-2017-108882,1/9/2017,1/15/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,USCA - West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.93,9,0.2,141.72
3214,US-2017-132409,5/26/2017,6/1/2017,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.5,1,0.2,0.17
3215,US-2017-132409,5/26/2017,6/1/2017,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.85,2,0.2,6.53
3235,US-2017-138933,4/24/2017,4/27/2017,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,USCA - West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.98,1,0.2,1.39
3236,US-2017-140746,1/15/2017,1/15/2017,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,USCA - East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.8,1,0.3,-15.58
3237,US-2017-146836,5/2/2017,5/2/2017,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,USCA - East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,0,12.58
3238,US-2017-146836,5/2/2017,5/2/2017,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,USCA - East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.58,3,0.2,15.95
3239,US-2017-127971,11/20/2017,11/27/2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,USCA - Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.33
3240,US-2017-127971,11/20/2017,11/27/2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,USCA - Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.1
3241,US-2017-127971,11/20/2017,11/27/2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,USCA - Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.07,3,0.6,-2.83
3242,US-2017-140809,2/1/2017,2/3/2017,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,USCA - South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.68
3249,US-2017-159730,9/17/2017,9/21/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,USCA - West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,0.2,9.97
