Row ID,Order ID,Order Year,Order Month,Order Day,Dispatch Year,Dispatch Month,Dispatch Day,Delivery Mode,Customer ID,Customer Name,Segment,City,State/Province,Country\Region,Sales Region,Product ID,Category,Sub-Category,Discount,Product,Sales,Quantity,Profit
1267,CU-2017-101868,2017,6,21,2017,6,23,Second Class,AB-10645,Alexia Bonilla,Consumer,Camagüey,Camagüey,Cuba,LATAM - Caribbean,TEC-MA-10004896,Technology,Machines,0.002,"StarTech Phone, White",5986.8,3,1967.4024
1268,CL-2016-118647,2016,9,20,2016,9,20,Same Day,AN-10870,Aarón Navarrete,Consumer,Puente Alto,Santiago,Chile,LATAM - South,OFF-FA-10002895,Office Supplies,Fasteners,0,"Accos Staples, 12 Pack",1243.2,4,459.2
1269,CL-2016-118647,2016,9,20,2016,9,20,Same Day,AN-10870,Aarón Navarrete,Consumer,Puente Alto,Santiago,Chile,LATAM - South,OFF-EN-10004759,Office Supplies,Envelopes,0,"Cameo Interoffice Envelope, Recycled",273.2,2,125.6
1270,GT-2016-152464,2016,12,22,2016,12,23,First Class,AC-10270,Adelina Castaneda,Consumer,Villa Nueva,Guatemala,Guatemala,LATAM - Central,FUR-CH-10004506,Furniture,Chairs,0,"Novimex Steel Folding Chair, Set of Two",1220,4,158.4
1271,GT-2016-152464,2016,12,22,2016,12,23,First Class,AC-10270,Adelina Castaneda,Consumer,Villa Nueva,Guatemala,Guatemala,LATAM - Central,FUR-FU-10004483,Furniture,Furnishings,0,"Deflect-O Light Bulb, Durable",691.2,2,27.6
1272,AR-2016-111934,2016,9,12,2016,9,17,Standard Class,SE-20860,Samuel Escobar,Corporate,Cipolletti,Río Negro,Argentina,LATAM - South,TEC-AC-10003403,Technology,Accessories,0.4,"Enermax Router, USB",4098.24,4,-2459.36
1273,CU-2015-131352,2015,2,25,2015,2,28,Second Class,MN-18160,Macarena Nava,Consumer,Pinar del Río,Pinar del Río,Cuba,LATAM - Caribbean,OFF-ST-10003266,Office Supplies,Storage,0,"Tenex Lockers, Industrial",570.6,3,68.4
1274,AR-2016-111269,2016,8,23,2016,8,23,Same Day,GC-15130,Gerardo Carrillo,Consumer,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,OFF-BI-10002986,Office Supplies,Binders,0.4,"Avery Binder Covers, Recycled",374.4,3,-118.8
1275,BR-2015-156237,2015,7,1,2015,7,6,Standard Class,PR-19990,Patricio Romo,Consumer,Castanhal,Pará,Brazil,LATAM - South,OFF-FA-10003463,Office Supplies,Fasteners,0,"OIC Thumb Tacks, Assorted Sizes",2302.2,9,851.4
1276,BR-2015-156237,2015,7,1,2015,7,6,Standard Class,PR-19990,Patricio Romo,Consumer,Castanhal,Pará,Brazil,LATAM - South,OFF-AR-10003633,Office Supplies,Art,0,"Binney & Smith Canvas, Easy-Erase",110,2,37.2
1278,BR-2018-127264,2018,6,9,2018,6,13,Standard Class,SE-20860,Samuel Escobar,Corporate,Natal,Río Grande del Norte,Brazil,LATAM - South,TEC-CO-10004042,Technology,Copiers,0.002,"Brother Wireless Fax, Laser",15234.67,6,2411.4696
1279,BR-2018-127264,2018,6,9,2018,6,13,Standard Class,SE-20860,Samuel Escobar,Corporate,Natal,Río Grande del Norte,Brazil,LATAM - South,OFF-AR-10001291,Office Supplies,Art,0,"Sanford Canvas, Fluorescent",152.4,2,71.6
1280,SV-2015-131359,2015,10,5,2015,10,7,Second Class,AA-10555,Alina Armijo,Corporate,Apopa,San Salvador,El Salvador,LATAM - Central,TEC-MA-10004929,Technology,Machines,0.002,"Panasonic Printer, White",2852.08,3,651.2844
1281,MX-2015-126991,2015,3,16,2015,3,22,Standard Class,ER-14335,Eugenio Rentería,Corporate,Córdoba,Veracruz,Mexico,LATAM - North,OFF-BI-10004924,Office Supplies,Binders,0,"Cardinal 3-Hole Punch, Economy",1002.6,9,189
1282,BR-2016-164560,2016,6,11,2016,6,16,Standard Class,FM-14680,Florida Mascarenas,Consumer,Belo Horizonte,Minas Gerais,Brazil,LATAM - South,OFF-AR-10000475,Office Supplies,Art,0.6,"Sanford Canvas, Blue",313.28,4,-250.72
1283,MX-2017-141691,2017,5,4,2017,5,4,Same Day,GF-15490,Gustavo Farías,Consumer,Torreón,Coahuila,Mexico,LATAM - North,OFF-BI-10000312,Office Supplies,Binders,0,"Cardinal Binder Covers, Economy",158.4,2,68
1286,MX-2015-132605,2015,11,3,2015,11,5,Second Class,AH-11305,Ariadna Hernández,Home Office,Lázaro Cárdenas,Michoacán,Mexico,LATAM - North,TEC-PH-10003927,Technology,Phones,0,"Cisco Signal Booster, Full Size",3362.4,4,739.2
1287,DO-2016-160717,2016,11,18,2016,11,20,Second Class,AM-11365,Araceli Manzanares,Corporate,San Pedro de Macorís,San Pedro de Macorís,Dominican Republic,LATAM - Caribbean,OFF-AR-10003247,Office Supplies,Art,0.2,"Boston Highlighters, Water Color",204.96,3,76.56
1288,DO-2016-160717,2016,11,18,2016,11,20,Second Class,AM-11365,Araceli Manzanares,Corporate,San Pedro de Macorís,San Pedro de Macorís,Dominican Republic,LATAM - Caribbean,OFF-AP-10003717,Office Supplies,Appliances,0.2,"Breville Coffee Grinder, White",605.44,8,-0.96
1290,CO-2015-165967,2015,10,8,2015,10,8,Same Day,TA-21175,Teodora Atencio,Corporate,Bogotá,Bogotá,Colombia,LATAM - South,TEC-AC-10003920,Technology,Accessories,0,"Belkin Keyboard, Bluetooth",213.4,1,19.2
1291,MX-2017-118402,2017,9,20,2017,9,22,Second Class,GT-15250,Gustavo Trejo,Consumer,Hermosillo,Sonora,Mexico,LATAM - North,TEC-CO-10000082,Technology,Copiers,0,"Canon Fax and Copier, Digital",2326.2,3,1069.8
1292,MX-2017-118402,2017,9,20,2017,9,22,Second Class,GT-15250,Gustavo Trejo,Consumer,Hermosillo,Sonora,Mexico,LATAM - North,OFF-AR-10000444,Office Supplies,Art,0,"BIC Highlighters, Blue",388.8,2,0
1293,MX-2018-146990,2018,11,18,2018,11,21,First Class,IV-16135,Iván Valle,Home Office,Cuautitlán,México,Mexico,LATAM - North,FUR-FU-10000368,Furniture,Furnishings,0,"Deflect-O Frame, Durable",378.6,3,154.8
1294,MX-2018-146990,2018,11,18,2018,11,21,First Class,IV-16135,Iván Valle,Home Office,Cuautitlán,México,Mexico,LATAM - North,FUR-BO-10000279,Furniture,Bookcases,0,"Dania Classic Bookcase, Pine",1617,5,598
1295,MX-2018-146990,2018,11,18,2018,11,21,First Class,IV-16135,Iván Valle,Home Office,Cuautitlán,México,Mexico,LATAM - North,OFF-PA-10001869,Office Supplies,Paper,0.2,"Green Bar Computer Printout Paper, 8.5 x 11",2625.28,4,-295.52
1296,MX-2018-146990,2018,11,18,2018,11,21,First Class,IV-16135,Iván Valle,Home Office,Cuautitlán,México,Mexico,LATAM - North,OFF-BI-10000542,Office Supplies,Binders,0,"Wilson Jones 3-Hole Punch, Durable",239.4,3,102.6
1297,DO-2018-124863,2018,6,3,2018,6,5,First Class,EG-13735,Edith González,Home Office,Baní,Peravia,Dominican Republic,LATAM - Caribbean,OFF-AR-10003031,Office Supplies,Art,0.2,"Binney & Smith Pens, Fluorescent",368.64,8,-47.36
1298,BR-2018-121076,2018,5,8,2018,5,15,Standard Class,AR-10750,Adriano Rolón,Consumer,Vacaria,Río Grande del Sur,Brazil,LATAM - South,OFF-BI-10001804,Office Supplies,Binders,0,"Avery Binder, Recycled",613.2,7,134.4
1299,BR-2018-121076,2018,5,8,2018,5,15,Standard Class,AR-10750,Adriano Rolón,Consumer,Vacaria,Río Grande del Sur,Brazil,LATAM - South,OFF-PA-10004746,Office Supplies,Paper,0,"SanDisk Memo Slips, 8.5 x 11",1627.6,2,276.4
1300,BR-2018-121076,2018,5,8,2018,5,15,Standard Class,AR-10750,Adriano Rolón,Consumer,Vacaria,Río Grande del Sur,Brazil,LATAM - South,TEC-AC-10000494,Technology,Accessories,0,"Logitech Numeric Keypad, USB",4354,5,304
1301,BR-2018-121076,2018,5,8,2018,5,15,Standard Class,AR-10750,Adriano Rolón,Consumer,Vacaria,Río Grande del Sur,Brazil,LATAM - South,OFF-BI-10000368,Office Supplies,Binders,0,"Avery Binder Covers, Durable",148.4,2,46
1302,BR-2017-117499,2017,3,19,2017,3,19,Same Day,AT-11425,Aurelio Torres,Consumer,Mauá,São Paulo,Brazil,LATAM - South,OFF-AR-10004151,Office Supplies,Art,0,"BIC Sketch Pad, Blue",304.8,4,118.4
1303,BR-2017-117499,2017,3,19,2017,3,19,Same Day,AT-11425,Aurelio Torres,Consumer,Mauá,São Paulo,Brazil,LATAM - South,TEC-MA-10004669,Technology,Machines,0.002,"Epson Inkjet, Wireless",3180.83,2,981.6256
1304,MX-2017-117415,2017,12,22,2017,12,27,Standard Class,ÉC-14365,Érica Casas,Corporate,Mexicali,Baja California,Mexico,LATAM - North,OFF-SU-10000877,Office Supplies,Supplies,0.2,"Acme Scissors, Easy Grip",3204.48,6,1080.48
1305,MX-2017-117415,2017,12,22,2017,12,27,Standard Class,ÉC-14365,Érica Casas,Corporate,Mexicali,Baja California,Mexico,LATAM - North,TEC-AC-10003814,Technology,Accessories,0,"Belkin Router, Programmable",1384,5,41
1306,AR-2015-115315,2015,11,9,2015,11,11,Second Class,JC-17005,Julio César Torres,Consumer,Resistencia,Chaco,Argentina,LATAM - South,OFF-SU-10003072,Office Supplies,Supplies,0.4,"Elite Trimmer, Serrated",3947.04,6,-263.76
1307,NI-2017-158239,2017,6,25,2017,6,30,Standard Class,HO-15595,Higinio Ojeda,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-EN-10003904,Office Supplies,Envelopes,0,"Jiffy Business Envelopes, Recycled",1464,5,43
1308,NI-2017-158239,2017,6,25,2017,6,30,Standard Class,HO-15595,Higinio Ojeda,Corporate,Managua,Managua,Nicaragua,LATAM - Central,TEC-PH-10004992,Technology,Phones,0,"Apple Office Telephone, Full Size",1217.2,2,146
1309,DO-2018-159814,2018,9,30,2018,10,2,First Class,CS-13075,Cesar Sedillo,Corporate,Concepción de La Vega,La Vega,Dominican Republic,LATAM - Caribbean,OFF-PA-10001466,Office Supplies,Paper,0.4,"Eaton Computer Printout Paper, 8.5 x 11",4945.32,3,-247.68
1310,DO-2015-149874,2015,6,11,2015,6,16,Second Class,HT-16015,Hugo Tomás,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,LATAM - Caribbean,OFF-ST-10001222,Office Supplies,Storage,0.5,"Eldon Shelving, Single Width",3259.8,9,-2608.2
1311,BR-2017-158918,2017,4,8,2017,4,12,Standard Class,MT-18235,Maya Tapia,Corporate,Sorocaba,São Paulo,Brazil,LATAM - South,FUR-FU-10000295,Furniture,Furnishings,0,"Advantus Light Bulb, Black",1015.8,3,19.8
1312,BR-2017-158918,2017,4,8,2017,4,12,Standard Class,MT-18235,Maya Tapia,Corporate,Sorocaba,São Paulo,Brazil,LATAM - South,OFF-FA-10001613,Office Supplies,Fasteners,0,"OIC Thumb Tacks, Bulk Pack",993,5,327
1313,BR-2017-158918,2017,4,8,2017,4,12,Standard Class,MT-18235,Maya Tapia,Corporate,Sorocaba,São Paulo,Brazil,LATAM - South,OFF-BI-10000368,Office Supplies,Binders,0,"Avery Binder Covers, Durable",219.6,3,28.2
1314,BR-2017-158918,2017,4,8,2017,4,12,Standard Class,MT-18235,Maya Tapia,Corporate,Sorocaba,São Paulo,Brazil,LATAM - South,OFF-LA-10001375,Office Supplies,Labels,0,"Smead Removable Labels, 5000 Label Set",855,3,367.2
1315,BR-2017-158918,2017,4,8,2017,4,12,Standard Class,MT-18235,Maya Tapia,Corporate,Sorocaba,São Paulo,Brazil,LATAM - South,OFF-FA-10003730,Office Supplies,Fasteners,0,"Stockwell Thumb Tacks, Bulk Pack",1288,8,140.8
1316,BR-2017-126802,2017,6,8,2017,6,8,Same Day,BR-11950,Bernardo Rosas,Consumer,Betim,Minas Gerais,Brazil,LATAM - South,FUR-BO-10000279,Furniture,Bookcases,0,"Dania Classic Bookcase, Pine",646.8,2,239.2
1317,GT-2016-138191,2016,4,22,2016,4,26,Second Class,PV-20035,Petra Vergara,Home Office,Petapa,Guatemala,Guatemala,LATAM - Central,OFF-ST-10004267,Office Supplies,Storage,0,"Smead File Cart, Single Width",1264,4,366.4
1318,MX-2017-133536,2017,8,24,2017,8,29,Standard Class,FP-14545,Fátima Pina,Corporate,Heroica Zitácuaro,Michoacán,Mexico,LATAM - North,FUR-BO-10003126,Furniture,Bookcases,0,"Dania Library with Doors, Traditional",215.4,3,85.8
1319,MX-2017-115203,2017,11,2,2017,11,2,Same Day,LO-17455,Leonardo Olmos,Consumer,Guadalajara,Jalisco,Mexico,LATAM - North,OFF-FA-10004233,Office Supplies,Fasteners,0,"Stockwell Paper Clips, Metal",878.4,3,342
1320,SV-2017-109218,2017,10,11,2017,10,13,First Class,IR-16525,Irma Rubalcaba,Consumer,Mejicanos,San Salvador,El Salvador,LATAM - Central,OFF-PA-10001661,Office Supplies,Paper,0,"SanDisk Computer Printout Paper, 8.5 x 11",5842,2,2395.2
1321,MX-2018-148348,2018,5,12,2018,5,17,Standard Class,HU-15670,Héctor Urías,Consumer,Tecomán,Colima,Mexico,LATAM - North,OFF-BI-10002570,Office Supplies,Binders,0,"Cardinal 3-Hole Punch, Clear",956.4,6,238.8
1322,BR-2017-126662,2017,12,11,2017,12,14,Second Class,VG-21655,Violeta Galindo,Consumer,Birigui,São Paulo,Brazil,LATAM - South,OFF-ST-10002800,Office Supplies,Storage,0,"Tenex Folders, Industrial",2932.8,4,1319.2
1323,BR-2017-106726,2017,11,1,2017,11,6,Standard Class,CM-12790,Cruz Muñoz,Home Office,Montes Claros,Minas Gerais,Brazil,LATAM - South,TEC-AC-10004883,Technology,Accessories,0,"Logitech Keyboard, Bluetooth",1918,5,402
1324,BR-2017-106726,2017,11,1,2017,11,6,Standard Class,CM-12790,Cruz Muñoz,Home Office,Montes Claros,Minas Gerais,Brazil,LATAM - South,OFF-AR-10002816,Office Supplies,Art,0,"Boston Canvas, Blue",430.8,6,210
1325,BR-2017-106726,2017,11,1,2017,11,6,Standard Class,CM-12790,Cruz Muñoz,Home Office,Montes Claros,Minas Gerais,Brazil,LATAM - South,OFF-BI-10003058,Office Supplies,Binders,0,"Acco Binder Covers, Economy",840,5,92
1326,MX-2015-129826,2015,9,9,2015,9,14,Second Class,AO-10255,Adolfo Ojeda,Home Office,Tlaquepaque,Jalisco,Mexico,LATAM - North,OFF-AR-10000711,Office Supplies,Art,0,"BIC Pens, Easy-Erase",406.4,2,44.4
1327,MX-2016-165764,2016,9,7,2016,9,12,Standard Class,AD-10480,Anastasia Dávila,Consumer,Toluca,México,Mexico,LATAM - North,OFF-ST-10003990,Office Supplies,Storage,0.2,"Smead Folders, Single Width",624.96,2,202.96
1328,MX-2016-165764,2016,9,7,2016,9,12,Standard Class,AD-10480,Anastasia Dávila,Consumer,Toluca,México,Mexico,LATAM - North,OFF-ST-10003764,Office Supplies,Storage,0.2,"Tenex Box, Industrial",12524.8,5,-1879.2
1329,MX-2016-165764,2016,9,7,2016,9,12,Standard Class,AD-10480,Anastasia Dávila,Consumer,Toluca,México,Mexico,LATAM - North,TEC-MA-10004603,Technology,Machines,0.002,"Okidata Printer, Durable",6692.19,8,1058.5888
1330,MX-2016-165764,2016,9,7,2016,9,12,Standard Class,AD-10480,Anastasia Dávila,Consumer,Toluca,México,Mexico,LATAM - North,TEC-AC-10000397,Technology,Accessories,0.2,"Enermax Mouse, USB",2384.48,7,536.48
1331,MX-2016-113341,2016,12,19,2016,12,21,First Class,GA-15175,Germán Altamira,Home Office,Puebla,Puebla,Mexico,LATAM - North,OFF-FA-10000189,Office Supplies,Fasteners,0,"OIC Paper Clips, 12 Pack",397,5,51
1332,MX-2016-162236,2016,11,6,2016,11,10,Standard Class,GZ-15115,Gerardo Zaragoza,Consumer,Chihuahua,Chihuahua,Mexico,LATAM - North,TEC-PH-10001117,Technology,Phones,0,"Apple Smart Phone, Full Size",972.4,2,174.8
1333,MX-2016-162236,2016,11,6,2016,11,10,Standard Class,GZ-15115,Gerardo Zaragoza,Consumer,Chihuahua,Chihuahua,Mexico,LATAM - North,FUR-FU-10003910,Furniture,Furnishings,0,"Rubbermaid Stacking Tray, Durable",394.8,2,189.2
1334,GT-2018-160493,2018,11,19,2018,11,24,Second Class,MC-18760,Mauro Cortés,Consumer,Chinautla,Guatemala,Guatemala,LATAM - Central,OFF-ST-10001460,Office Supplies,Storage,0,"Smead Trays, Industrial",690,2,165.6
1335,AR-2017-126158,2017,3,16,2017,3,16,Same Day,LN-17680,Lucas Nazario,Home Office,Rosario,Santa Fe,Argentina,LATAM - South,OFF-AR-10000833,Office Supplies,Art,0.7,"Binney & Smith Pencil Sharpener, Water Color",63.36,2,-65.84
1336,CO-2015-121041,2015,12,22,2015,12,28,Standard Class,LG-17515,Lorenzo Garrido,Corporate,Bogotá,Bogotá,Colombia,LATAM - South,OFF-EN-10004051,Office Supplies,Envelopes,0,"Ames Manila Envelope, Set of 50",192,3,74.4
1337,CO-2015-121041,2015,12,22,2015,12,28,Standard Class,LG-17515,Lorenzo Garrido,Corporate,Bogotá,Bogotá,Colombia,LATAM - South,OFF-PA-10002043,Office Supplies,Paper,0,"SanDisk Cards & Envelopes, 8.5 x 11",3924,3,39
1338,CO-2015-121041,2015,12,22,2015,12,28,Standard Class,LG-17515,Lorenzo Garrido,Corporate,Bogotá,Bogotá,Colombia,LATAM - South,OFF-BI-10001820,Office Supplies,Binders,0,"Wilson Jones Binding Machine, Durable",181.6,2,34.4
1339,CO-2015-121041,2015,12,22,2015,12,28,Standard Class,LG-17515,Lorenzo Garrido,Corporate,Bogotá,Bogotá,Colombia,LATAM - South,TEC-CO-10004034,Technology,Copiers,0.002,"Canon Fax Machine, High-Speed",2585.62,2,1108.8184
1340,GT-2017-154956,2017,6,20,2017,6,24,Standard Class,NL-19435,Noa León,Consumer,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-AR-10002145,Office Supplies,Art,0,"Binney & Smith Sketch Pad, Fluorescent",1372.2,3,644.4
1341,DO-2018-129350,2018,8,27,2018,8,27,Same Day,FO-14755,Felipe Oquendo,Consumer,Santiago de los Caballeros,Santiago,Dominican Republic,LATAM - Caribbean,FUR-CH-10001278,Furniture,Chairs,0.2,"SAFCO Chairmat, Black",527.04,2,-85.76
1342,DO-2018-129350,2018,8,27,2018,8,27,Same Day,FO-14755,Felipe Oquendo,Consumer,Santiago de los Caballeros,Santiago,Dominican Republic,LATAM - Caribbean,TEC-CO-10002673,Technology,Copiers,0.2,"Brother Fax and Copier, Laser",288.96,2,-3.84
1343,SV-2018-118052,2018,9,13,2018,9,18,Second Class,FL-14845,Francisco Loera,Consumer,Ilopango,San Salvador,El Salvador,LATAM - Central,OFF-BI-10000171,Office Supplies,Binders,0,"Wilson Jones Index Tab, Recycled",144,2,66
1344,SV-2018-118052,2018,9,13,2018,9,18,Second Class,FL-14845,Francisco Loera,Consumer,Ilopango,San Salvador,El Salvador,LATAM - Central,TEC-AC-10001187,Technology,Accessories,0,"Memorex Keyboard, USB",10748,10,2900
1345,SV-2018-118052,2018,9,13,2018,9,18,Second Class,FL-14845,Francisco Loera,Consumer,Ilopango,San Salvador,El Salvador,LATAM - Central,OFF-BI-10001055,Office Supplies,Binders,0,"Wilson Jones Hole Reinforcements, Durable",189.2,2,47.2
1346,SV-2018-118052,2018,9,13,2018,9,18,Second Class,FL-14845,Francisco Loera,Consumer,Ilopango,San Salvador,El Salvador,LATAM - Central,OFF-SU-10003234,Office Supplies,Supplies,0,"Acme Box Cutter, Easy Grip",1142.8,2,388.4
1347,AR-2016-119991,2016,9,20,2016,9,26,Standard Class,NE-19060,Nadal Escalante,Home Office,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,OFF-BI-10003114,Office Supplies,Binders,0.4,"Ibico Hole Reinforcements, Economy",1085.76,8,-688.64
1348,AR-2016-119991,2016,9,20,2016,9,26,Standard Class,NE-19060,Nadal Escalante,Home Office,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,OFF-AR-10001898,Office Supplies,Art,0.4,"Binney & Smith Pencil Sharpener, Fluorescent",727.92,2,-315.68
1349,AR-2016-119991,2016,9,20,2016,9,26,Standard Class,NE-19060,Nadal Escalante,Home Office,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,OFF-AR-10002382,Office Supplies,Art,0.4,"Binney & Smith Pencil Sharpener, Water Color",284.4,6,37.2
1350,AR-2017-139724,2017,8,3,2017,8,7,Standard Class,KÁ-17245,Katia Ávila,Consumer,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,OFF-PA-10001536,Office Supplies,Paper,0.4,"SanDisk Message Books, 8.5 x 11",2351.16,3,-274.44
1351,CU-2015-104752,2015,3,12,2015,3,17,Standard Class,LV-18055,Luján Valdés,Consumer,Consolación del Sur,Pinar del Río,Cuba,LATAM - Caribbean,OFF-ST-10003102,Office Supplies,Storage,0,"Rogers Lockers, Single Width",444.6,3,84
1353,CU-2015-104752,2015,3,12,2015,3,17,Standard Class,LV-18055,Luján Valdés,Consumer,Consolación del Sur,Pinar del Río,Cuba,LATAM - Caribbean,OFF-ST-10003018,Office Supplies,Storage,0,"Smead File Cart, Industrial",1550,2,434
1354,SV-2017-102918,2017,10,8,2017,10,8,Same Day,HR-15775,Herendiara Rico,Consumer,San Salvador,San Salvador,El Salvador,LATAM - Central,TEC-AC-10002263,Technology,Accessories,0,"SanDisk Memory Card, Bluetooth",1125.6,4,202.4
1355,SV-2015-164917,2015,4,20,2015,4,20,Same Day,AP-10060,Alan Pérez,Home Office,Soyapango,San Salvador,El Salvador,LATAM - Central,OFF-FA-10002715,Office Supplies,Fasteners,0,"Stockwell Clamps, 12 Pack",504.6,3,161.4
1356,BR-2015-150777,2015,9,8,2015,9,10,First Class,NL-19435,Noa León,Consumer,Salvador,Bahía,Brazil,LATAM - South,OFF-AP-10001527,Office Supplies,Appliances,0.6,"Hamilton Beach Microwave, Black",123.6,5,-145.4
1357,AR-2018-153899,2018,8,20,2018,8,27,Standard Class,BC-12190,Buenaventura Caldera,Consumer,Rosario,Santa Fe,Argentina,LATAM - South,OFF-FA-10000670,Office Supplies,Fasteners,0.4,"Advantus Clamps, Assorted Sizes",819,5,0
1358,BR-2016-150966,2016,11,28,2016,12,2,Standard Class,DC-13465,Débora Cabrera,Consumer,São Paulo,São Paulo,Brazil,LATAM - South,OFF-BI-10004195,Office Supplies,Binders,0,"Wilson Jones Binding Machine, Clear",2032,10,40
1359,BR-2015-152037,2015,9,14,2015,9,17,Second Class,KS-17320,Karina Suárez,Home Office,Bagé,Río Grande del Sur,Brazil,LATAM - South,FUR-CH-10000667,Furniture,Chairs,0,"Novimex Chairmat, Black",125,1,53.6
1360,BR-2015-152037,2015,9,14,2015,9,17,Second Class,KS-17320,Karina Suárez,Home Office,Bagé,Río Grande del Sur,Brazil,LATAM - South,OFF-AR-10001672,Office Supplies,Art,0,"Boston Sketch Pad, Easy-Erase",7487.2,2,1497.2
1361,BR-2015-152037,2015,9,14,2015,9,17,Second Class,KS-17320,Karina Suárez,Home Office,Bagé,Río Grande del Sur,Brazil,LATAM - South,OFF-BI-10001754,Office Supplies,Binders,0,"Ibico Binder Covers, Recycled",193.2,2,3.6
1362,SV-2016-162922,2016,6,30,2016,7,7,Standard Class,AG-11260,Adrián Gálvez,Consumer,Mejicanos,San Salvador,El Salvador,LATAM - Central,FUR-CH-10001831,Furniture,Chairs,0,"Novimex Rocking Chair, Set of Two",2430,6,388.8
1363,SV-2016-162922,2016,6,30,2016,7,7,Standard Class,AG-11260,Adrián Gálvez,Consumer,Mejicanos,San Salvador,El Salvador,LATAM - Central,OFF-ST-10004577,Office Supplies,Storage,0,"Tenex Shelving, Wire Frame",769.2,2,130.4
1364,SV-2016-162922,2016,6,30,2016,7,7,Standard Class,AG-11260,Adrián Gálvez,Consumer,Mejicanos,San Salvador,El Salvador,LATAM - Central,OFF-AR-10003658,Office Supplies,Art,0,"Boston Markers, Water Color",229.8,3,27
1365,GT-2018-116883,2018,9,22,2018,9,27,Standard Class,EA-14170,Estela Alonso,Consumer,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-BI-10002894,Office Supplies,Binders,0,"Avery Binding Machine, Durable",355.2,2,142
1366,GT-2018-116883,2018,9,22,2018,9,27,Standard Class,EA-14170,Estela Alonso,Consumer,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-AR-10003117,Office Supplies,Art,0,"BIC Pencil Sharpener, Blue",116.4,2,13.6
1367,BR-2017-103786,2017,3,6,2017,3,12,Standard Class,PV-20035,Petra Vergara,Home Office,Cruzeiro,São Paulo,Brazil,LATAM - South,OFF-ST-10004695,Office Supplies,Storage,0,"Fellowes File Cart, Blue",2893.2,3,810
1368,HN-2017-145121,2017,6,28,2017,7,1,Second Class,LD-18130,Luna Delgado,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,OFF-AR-10000491,Office Supplies,Art,0.4,"Binney & Smith Pens, Water Color",51.6,2,1.6
1369,HN-2017-145121,2017,6,28,2017,7,1,Second Class,LD-18130,Luna Delgado,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,OFF-LA-10001676,Office Supplies,Labels,0.4,"Hon Removable Labels, Adjustable",160.92,3,-102.48
1370,HN-2017-145121,2017,6,28,2017,7,1,Second Class,LD-18130,Luna Delgado,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,FUR-BO-10004947,Furniture,Bookcases,0.4,"Safco Stackable Bookrack, Pine",1575.84,2,-157.76
1371,HN-2017-145121,2017,6,28,2017,7,1,Second Class,LD-18130,Luna Delgado,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,OFF-ST-10000020,Office Supplies,Storage,0.4,"Fellowes Folders, Single Width",1329.12,2,-864.08
1372,DO-2018-139388,2018,7,7,2018,7,14,Standard Class,NR-19345,Nieves Robles,Corporate,Santiago de los Caballeros,Santiago,Dominican Republic,LATAM - Caribbean,FUR-BO-10003697,Furniture,Bookcases,0.2,"Safco Floating Shelf Set, Mobile",511.68,2,102.08
1373,MX-2017-116232,2017,1,8,2017,1,11,First Class,PL-19945,Piero Limón,Consumer,Chihuahua,Chihuahua,Mexico,LATAM - North,FUR-FU-10001063,Furniture,Furnishings,0,"Eldon Light Bulb, Black",441,3,118.8
1374,MX-2017-116232,2017,1,8,2017,1,11,First Class,PL-19945,Piero Limón,Consumer,Chihuahua,Chihuahua,Mexico,LATAM - North,FUR-FU-10002919,Furniture,Furnishings,0,"Rubbermaid Frame, Erganomic",444,3,88.8
1375,HN-2015-126382,2015,11,18,2015,11,22,Standard Class,HS-15655,Héctor Salcido,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,OFF-AR-10000452,Office Supplies,Art,0.4,"Boston Pencil Sharpener, Fluorescent",1029,5,-18
1376,HN-2015-126382,2015,11,18,2015,11,22,Standard Class,HS-15655,Héctor Salcido,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,OFF-AR-10001228,Office Supplies,Art,0.4,"Stanley Markers, Water Color",80.64,3,5.04
1377,HN-2015-126382,2015,11,18,2015,11,22,Standard Class,HS-15655,Héctor Salcido,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,TEC-PH-10001014,Technology,Phones,0.7,"Cisco Speaker Phone, with Caller ID",1359.6,4,-3127.6
1378,HN-2015-126382,2015,11,18,2015,11,22,Standard Class,HS-15655,Héctor Salcido,Corporate,San Pedro Sula,Cortés,Honduras,LATAM - Central,TEC-CO-10004034,Technology,Copiers,0.402,"Canon Fax Machine, High-Speed",1549.3,2,72.4984
